Elapsed_Time,EMG1,EMG2,EMG3,BioRadio Event
00:00.2,-0.00919642,-0.0029656,-0.004715125,0
00:00.2,0.013961891,-0.00990469,-0.020239986,0
00:00.2,0.009406698,-0.013087647,-0.004361583,0
00:00.2,-0.00247014,0.006721034,0.009829746,0
00:00.2,-0.012325391,0.003527522,0.023331519,0
00:00.2,0.009733223,0.004593031,-0.008423619,0
00:00.2,-0.00620036,0.005742039,-0.018748557,0
00:00.2,0.001569691,0.003101849,0.014828979,0
00:00.2,-0.019717619,-0.023926109,0.009575984,0
00:00.2,0.004556685,-0.003092137,0.005728343,0
00:00.2,0.020709038,0.008267044,-0.027119653,0
00:00.2,0.018393302,0.024257828,-0.01281926,0
00:00.3,0.01192424,-0.010472476,0.004077214,0
00:00.3,-0.033287235,0.005095332,0.001685141,0
00:00.3,-0.032815468,-0.006353283,0.024771573,0
00:00.3,0.005148432,-0.021332238,0.029682945,0
00:00.3,0.032990728,-0.00587185,-0.027631283,0
00:00.3,0.003590405,0.013316405,-0.023608299,0
00:00.3,-0.007693742,0.011858455,0.003812949,0
00:00.3,-0.001388822,0.010434189,0.00292978,0
00:00.3,0.003563063,0.004497766,-0.005475961,0
00:00.3,-0.004939326,-0.012858222,0.014388564,0
00:00.3,-0.008450523,-0.013489584,-0.002242084,0
00:00.3,0.000985276,0.008574245,0.005751867,0
00:00.3,0.011172594,-0.003532952,-0.003245899,0
00:00.3,0.006806485,-0.000753716,-0.002209562,0
00:00.3,-0.010978803,0.000993504,-0.008282536,0
00:00.3,0.000572269,-0.004621674,0.002488523,0
00:00.3,0.006565268,0.005184888,0.004520248,0
00:00.3,-0.032380532,0.00547898,-0.001513704,0
00:00.3,0.008580501,-0.006224906,-0.002160883,0
00:00.3,0.030381335,0.012959977,0.024404291,0
00:00.3,-0.019210635,0.000100718,-0.016310841,0
00:00.3,0.015308179,-0.014724822,-0.007197657,0
00:00.3,0.010501121,0.003445931,-0.01306607,0
00:00.3,-0.017412629,0.005565684,0.016183401,0
00:00.3,-0.003137316,-0.008556282,-0.006466634,0
00:00.4,-0.007595245,-0.004460214,0.01202098,0
00:00.4,-0.001953351,0.002220491,-0.007204881,0
00:00.4,0.020204624,0.003259749,-0.004649487,0
00:00.4,-0.012439492,0.010603334,-0.002603152,0
00:00.4,-0.017554659,0.003510322,0.029223237,0
00:00.4,0.019624371,-0.005928821,-0.010686317,0
00:00.4,0.00616639,-0.002439481,-0.012788126,0
00:00.4,-0.002397633,-0.011409062,-0.00406281,0
00:00.4,0.011776936,0.009234028,-0.011509252,0
00:00.4,0.003795284,-0.006867212,0.016824171,0
00:00.4,-0.045665272,-0.008542839,0.016801132,0
00:00.4,0.004485729,0.022558272,-0.023723492,0
00:00.4,0.017909123,0.005534486,0.011944143,0
00:00.4,0.015026683,-0.00900553,0.020968536,0
00:00.4,0.001091524,-0.009864798,-0.026806446,0
00:00.4,-0.007866366,0.008118068,-0.014635279,0
00:00.4,-0.006648807,-0.002038138,0.001014226,0
00:00.4,0.001819886,-0.006977393,0.009448556,0
00:00.4,-0.000704069,0.001263822,0.009565052,0
00:00.4,0.001418404,0.010700176,0.006987324,0
00:00.4,0.012729008,0.006096371,-0.000196162,0
00:00.4,-0.016768716,-0.009463564,-0.000803743,0
00:00.4,-0.025453832,-0.014104382,-0.007456366,0
00:00.4,0.013427147,-0.00187311,-0.019018402,0
00:00.4,0.02845123,0.020160275,0.005309477,0
00:00.5,0.009614108,0.00381971,0.025644949,0
00:00.5,0.001907938,-0.004005594,-0.000207753,0
00:00.5,-0.026518112,-0.005446606,-0.011938439,0
00:00.5,-0.022920897,-0.005521162,-0.017160203,0
00:00.5,0.008343822,0.003387963,0.001979692,0
00:00.5,0.030003637,0.00507138,0.011816395,0
00:00.5,0.010891664,-0.007757598,-0.003750974,0
00:00.5,-0.042085081,0.000980468,0.009650175,0
00:00.5,0.001217322,0.001136121,0.041888136,0
00:00.5,0.016075697,0.008314215,-0.038174227,0
00:00.5,0.019157635,0.000120748,-0.018601902,0
00:00.5,-0.00670489,-0.008078486,-0.013094936,0
00:00.5,-0.024145871,-0.004187211,-0.005114214,0
00:00.5,0.006898228,-0.003001688,0.024871876,0
00:00.5,0.013468915,0.013908493,0.019357743,0
00:00.5,-0.007276753,0.006896734,-0.000130457,0
00:00.5,1.17E-06,0.001243965,-0.005406948,0
00:00.5,0.000201302,-0.025861489,-0.003115724,0
00:00.5,0.001246083,-0.001882142,-0.011529591,0
00:00.5,-0.001010718,0.014780193,-0.005485855,0
00:00.5,-0.012511136,0.005040186,0.006196183,0
00:00.5,0.004167395,-0.008737522,-0.008648515,0
00:00.5,0.003639252,0.011616758,0.022068538,0
00:00.5,0.008805076,0.008673252,0.010658257,0
00:00.5,0.007938643,-0.023584299,-0.013941379,0
00:00.6,-0.012187315,-0.004225532,-0.011099509,0
00:00.6,0.004188549,0.002674225,-0.016535059,0
00:00.6,-0.001285759,0.012347012,0.003321724,0
00:00.6,-0.014702024,0.001483562,0.044939812,0
00:00.6,0.008271364,-0.012901229,-0.008570719,0
00:00.6,-0.007355302,0.009210357,-0.024972806,0
00:00.6,0.006108153,0.006874423,-0.004795001,0
00:00.6,0.00748148,-0.000717083,-0.00758798,0
00:00.6,0.011761317,-0.00314891,0.02884734,0
00:00.6,0.001529894,-0.011342401,-4.95E-05,0
00:00.6,-0.025933195,-0.014748843,0.005811471,0
00:00.6,-0.008281987,0.036052346,-0.016328672,0
00:00.6,0.00761334,-0.005008098,-0.00232125,0
00:00.6,0.016583486,-0.022356594,-0.003339759,0
00:00.6,0.000275893,0.003958545,0.000498875,0
00:00.6,-0.006324291,0.005330527,0.003355385,0
00:00.6,0.006813392,0.011704368,0.001571056,0
00:00.6,0.015333532,0.007744058,0.004095705,0
00:00.6,-0.033867326,-0.012423396,-0.008550472,0
00:00.6,-0.027101707,-0.006345518,0.004790183,0
00:00.6,0.015885953,0.001946446,0.02233075,0
00:00.6,0.041483287,-0.01167237,-0.001446548,0
00:00.6,0.016136266,0.000313072,-0.041293379,0
00:00.6,-0.023199739,0.009967401,0.011724637,0
00:00.6,-0.034420785,0.008375543,0.019194022,0
00:00.7,0.004294054,0.013035271,-0.010244883,0
00:00.7,0.016626133,-0.007952043,-0.014740337,0
00:00.7,0.012649817,-0.020525798,0.01045223,0
00:00.7,0.003182442,0.000379459,0.01103021,0
00:00.7,-0.008487407,-0.002569568,-0.002689358,0
00:00.7,-0.009311216,0.008085473,0.011280251,0
00:00.7,-0.008844071,0.013915692,-0.014504967,0
00:00.7,0.012730961,0.005325285,-0.006301498,0
00:00.7,-0.015695419,-0.010132454,-0.001922017,0
00:00.7,0.003057209,-0.014512471,0.0052132,0
00:00.7,0.019310642,-0.004579615,0.002894997,0
00:00.7,0.015816391,0.012870286,0.001881762,0
00:00.7,-0.0070121,-0.004283709,0.004930517,0
00:00.7,-0.028787114,0.001136959,-9.06E-05,0
00:00.7,-0.003007574,0.008437211,-0.004023813,0
00:00.7,0.020607714,0.010142192,-0.012768586,0
00:00.7,0.009544975,-0.003689534,-0.002858005,0
00:00.7,-0.035647675,-0.019785473,0.008298875,0
00:00.7,0.006875439,-0.008226476,0.035635993,0
00:00.7,0.030523451,0.011215602,-0.042480439,0
00:00.7,-0.006273198,0.010675603,0.016129969,0
00:00.7,0.001203703,0.020213338,0.003144945,0
00:00.7,-0.014897544,-0.018217189,-0.013453889,0
00:00.7,-0.018827192,-0.028228676,0.001469635,0
00:00.7,0.005170903,-0.009861369,-0.007161962,0
00:00.8,0.027225427,0.04186077,0.00489421,0
00:00.8,0.012717506,0.011569233,0.007455574,0
00:00.8,-0.000961589,-0.015883375,-0.001615233,0
00:00.8,-0.021377519,-0.011488256,0.004338552,0
00:00.8,-0.025274042,-0.001117639,0.008747929,0
00:00.8,0.005932352,0.002842527,-0.006847507,0
00:00.8,0.023419147,0.007211072,-0.009924619,0
00:00.8,0.013857788,-0.002280585,0.006858646,0
00:00.8,-0.010928573,-0.007278391,-0.001166597,0
00:00.8,-0.017911531,-0.003364965,-0.005279304,0
00:00.8,-0.002575422,0.02038472,-0.012371019,0
00:00.8,0.013186404,-0.005184032,0.01162759,0
00:00.8,0.012951385,-0.004170533,0.015640404,0
00:00.8,-0.00364083,-0.005435679,-0.021195782,0
00:00.8,0.004254531,-0.00189054,0.036064968,0
00:00.8,-0.038455527,-0.006820671,0.007376264,0
00:00.8,-0.010206803,0.008640206,-0.036745936,0
00:00.8,0.045424502,0.019118411,-0.032936577,0
00:00.8,0.012695943,-0.008824308,-0.002918119,0
00:00.8,-0.010759533,-0.008265054,0.033264976,0
00:00.8,-0.006461213,0.000688973,0.023521278,0
00:00.8,-0.008148098,0.011363289,0.007649787,0
00:00.8,-0.004501955,-0.014434054,-0.009542378,0
00:00.8,0.006298141,-0.017731261,-0.015460636,0
00:00.8,-0.005089665,0.015670417,-0.009130491,0
00:00.9,-0.003717233,0.01045068,0.005450216,0
00:00.9,0.009356229,0.003406188,0.002609672,0
00:00.9,0.010821,0.000249553,-0.003573347,0
00:00.9,-0.007683689,-0.010027647,-0.002507746,0
00:00.9,0.001201902,0.001046579,0.00899605,0
00:00.9,-0.017667172,-0.002474264,0.009527721,0
00:00.9,0.003978783,0.001731501,-0.01307434,0
00:00.9,0.011504776,0.012318977,-0.001672083,0
00:00.9,0.000180709,-0.019468522,-0.010438729,0
00:00.9,0.011605557,-0.000689911,0.024182754,0
00:00.9,0.007008447,0.012717792,0.013129011,0
00:00.9,-0.020847125,8.77E-05,-0.038048234,0
00:00.9,-0.01126609,-0.006689514,0.003284479,0
00:00.9,-0.026393164,0.004480572,0.019543687,0
00:00.9,0.022103896,0.019892571,0.006636145,0
00:00.9,0.029696349,-0.016341481,-0.025200611,0
00:00.9,0.021709474,-0.017982068,-0.003316745,0
00:00.9,-0.018515212,-0.00421681,0.000723383,0
00:00.9,-0.030600572,-0.001303174,0.011908048,0
00:00.9,0.003176939,0.016012592,0.01963179,0
00:00.9,-0.010524498,0.030117216,-0.005625015,0
00:00.9,0.013358811,-0.005628234,-0.009396807,0
00:00.9,0.022126565,-0.02731267,-0.011701903,0
00:00.9,-0.000387934,0.002860371,-0.003270679,0
00:00.9,-0.000647771,-0.010328196,-0.004213657,0
00:01.0,-0.007892366,0.002764905,0.022686476,0
00:01.0,-0.026493927,0.011838545,0.015849287,0
00:01.0,-0.013204601,0.006548243,-0.028790521,0
00:01.0,0.028112575,-0.006943058,0.004868396,0
00:01.0,0.02900259,0.001298301,0.005987155,0
00:01.0,-0.001287429,-0.001746042,-0.008861707,0
00:01.0,-0.019863846,-0.00395946,-0.021578949,0
00:01.0,-0.000644909,0.011565867,0.021829829,0
00:01.0,-0.021457,-0.014144573,0.039373729,0
00:01.0,0.014514934,0.002902417,-0.029240515,0
00:01.0,0.007013419,-0.004099608,-0.014930378,0
00:01.0,-0.004161682,0.006878952,-0.002765811,0
00:00:01,0.007271017,-0.003285976,0.006224053,0
00:01.0,0.007453064,-0.000156842,0.003784296,0
00:01.0,0.001846926,0.013728777,0.000241883,0
00:01.0,-0.028615925,-0.004126996,0.002911322,0
00:01.0,-0.015628641,0.003934835,-0.015174143,0
00:01.0,0.035684921,-0.006788742,0.029671231,0
00:01.0,0.014898791,-0.007508072,0.010016588,0
00:01.0,-0.027059438,-0.00755699,-0.033931669,0
00:01.0,0.009383901,-0.001254027,-0.010845265,0
00:01.0,0.011668841,0.014672064,-0.001457436,0
00:01.0,-0.012363452,0.00460603,0.020257464,0
00:01.0,-0.019304954,0.001108099,0.023555711,0
00:01.0,0.001500048,-0.007023035,-0.009528551,0
00:01.1,0.019114939,-0.010603356,-0.021951284,0
00:01.1,-0.001994121,0.01223336,-0.003348817,0
00:01.1,0.012168357,0.005734365,-0.00604841,0
00:01.1,0.008068854,0.006752684,0.008994132,0
00:01.1,-0.018263776,-0.023125218,0.019454824,0
00:01.1,-0.032110032,-0.005036182,-0.001763443,0
00:01.1,0.005787467,0.007743153,-0.010852218,0
00:01.1,0.026581079,0.00822909,0.028268617,0
00:01.1,0.010691187,-0.002451727,-0.021534741,0
00:01.1,0.000381761,0.011452754,-0.027631531,0
00:01.1,-0.007175997,-0.008121133,-0.005845067,0
00:01.1,-0.008461621,0.004936411,0.01834628,0
00:01.1,-0.011452551,-0.011314116,0.021258364,0
00:01.1,0.017596785,-0.002765957,-0.005709726,0
00:01.1,-0.010810857,-0.000653552,0.007866803,0
00:01.1,-0.018809738,-0.001595521,-0.006894986,0
00:01.1,0.027794719,0.003488441,-0.027576335,0
00:01.1,0.010225548,0.014088732,0.021240862,0
00:01.1,-0.008251607,0.008817309,0.027670939,0
00:01.1,0.005095001,-0.01740218,-0.032169916,0
00:01.1,-0.003237362,-0.014336766,-0.015654247,0
00:01.1,-0.017590852,0.00150019,0.014901152,0
00:01.1,-8.80E-05,0.01885256,-0.006823585,0
00:01.1,0.008256531,0.012397874,0.00661158,0
00:01.1,0.007888819,-0.022871189,0.019073531,0
00:01.2,-0.015481858,-0.011538627,0.000909752,0
00:01.2,0.020426977,0.01532734,-0.016815227,0
00:01.2,-0.005513335,0.004059311,-0.0137634,0
00:01.2,-0.003946193,-0.007249175,0.023810957,0
00:01.2,-0.002741016,-0.002586075,0.008952277,0
00:01.2,-0.015729232,0.023742437,-0.025768558,0
00:01.2,0.014058402,-0.006779971,-0.003162181,0
00:01.2,0.014626395,-0.015094035,0.005412123,0
00:01.2,-0.009953953,-0.014044182,-0.000279408,0
00:01.2,0.00310682,0.005131063,0.006984936,0
00:01.2,-0.000998159,0.015080534,0.002867338,0
00:01.2,0.003276693,0.012439434,0.000380514,0
00:01.2,-0.000162679,-0.008884819,-0.011454174,0
00:01.2,-0.022088766,-0.009228642,0.02490318,0
00:01.2,-0.002811825,-0.009323135,-0.002700236,0
00:01.2,0.026061162,0.020446548,-0.020969966,0
00:01.2,-0.000214976,-0.005118917,-0.01906376,0
00:01.2,-0.020745717,-0.008556125,0.019089395,0
00:01.2,0.009798777,0.013279061,0.02079777,0
00:01.2,0.013165376,0.000973389,-0.006787216,0
00:01.2,-0.001055989,-0.011877652,0.000526961,0
00:01.2,0.015124581,-0.008378813,-0.018327836,0
00:01.2,-0.01618501,0.001650215,-0.002971072,0
00:01.2,-0.044887386,0.011466322,0.001990939,0
00:01.2,0.001729849,0.017532136,0.022125624,0
00:01.3,0.036272693,-0.009796388,-0.016377967,0
00:01.3,0.029821236,-0.014541982,0.018984137,0
00:01.3,-0.002608111,-0.001612704,0.007221886,0
00:01.3,-0.027961789,-0.001024431,-0.027596613,0
00:01.3,-0.011082713,0.001162483,-0.000924823,0
00:01.3,-3.30E-06,0.004921061,-0.010189904,0
00:01.3,0.009249133,0.015653158,0.010181198,0
00:01.3,0.00150775,0.003286985,0.015547919,0
00:01.3,-3.50E-05,-0.014247804,-0.003057633,0
00:01.3,0.010616066,-0.019487843,0.001393955,0
00:01.3,-0.005213029,0.00759105,-0.007673617,0
00:01.3,-0.034608334,0.004572757,0.002183618,0
00:01.3,0.019673085,0.015226297,-0.006885751,0
00:01.3,0.025910275,0.006363788,0.002670942,0
00:01.3,0.007054618,-0.022808613,0.018796463,0
00:01.3,-0.02785073,-0.007690444,-0.015683332,0
00:01.3,-0.002541004,0.000168866,-0.005626305,0
00:01.3,0.004606653,0.016583493,0.004730699,0
00:01.3,0.016305106,0.018189995,-0.007148293,0
00:01.3,-0.004542649,0.001634523,0.011671525,0
00:01.3,-0.035396624,-0.025503691,0.002076064,0
00:01.3,0.001981761,-0.018293863,-0.008929444,0
00:01.3,0.034490086,0.002155583,0.000413548,0
00:01.3,0.00876509,0.011711176,0.000774473,0
00:01.3,-0.004069065,0.015290827,-0.006435372,0
00:01.4,-0.001904563,0.009696181,0.001421274,0
00:01.4,-0.025227174,-0.016027614,0.03814901,0
00:01.4,-0.010989815,-0.009130455,-0.004338793,0
00:01.4,0.012618279,0.008086707,-0.029447451,0
00:01.4,0.016221248,0.002957426,-0.024742508,0
00:01.4,0.017165098,0.002736728,0.001362471,0
00:01.4,-0.016607447,-0.015144957,0.019664409,0
00:01.4,-0.008935316,-0.001601696,0.00983455,0
00:01.4,-0.017936664,0.005606949,0.017312499,0
00:01.4,0.00182496,0.012603734,-0.004807527,0
00:01.4,0.027817704,0.001701234,-0.001339846,0
00:01.4,0.011701787,-0.006827445,-0.025230508,0
00:01.4,-0.008944076,-0.012146833,-0.015815843,0
00:01.4,-0.01004469,0.003970863,0.003277906,0
00:01.4,-0.015215772,0.014560774,0.043264054,0
00:01.4,0.003702513,-0.008925967,0.017486036,0
00:01.4,0.010244776,0.001120333,-0.037141625,0
00:01.4,-0.004719744,-0.005683611,-0.025047639,0
00:01.4,0.005424954,-0.00600086,0.031311527,0
00:01.4,0.012803121,0.004379392,-0.014503003,0
00:01.4,0.000813391,0.017504193,-0.014901689,0
00:01.4,-0.023275601,0.00100913,0.040590804,0
00:01.4,-0.000432584,-0.005197268,0.003786549,0
00:01.4,0.005644813,-0.0159916,-0.018631293,0
00:01.4,0.010646904,0.0022849,-0.019719243,0
00:01.5,-0.006618795,-0.005354215,-0.000157109,0
00:01.5,0.004518949,0.014511668,0.029223436,0
00:01.5,-0.039466497,0.004040708,0.003583379,0
00:01.5,0.022572748,-0.010485966,-0.021175839,0
00:01.5,0.03615135,-0.002331503,-0.004256443,0
00:01.5,-0.005224483,0.01163621,0.010556078,0
00:01.5,-0.002531551,0.00071094,-3.29E-05,0
00:01.5,-0.015916528,-0.007963901,-0.005520914,0
00:01.5,-0.034713265,0.004243715,0.012102019,0
00:01.5,0.027492052,0.001626809,-0.007973311,0
00:01.5,0.010566949,-0.01496012,-0.007649012,0
00:01.5,0.016522186,0.012244277,0.027895056,0
00:01.5,-0.009354861,0.003529796,-0.030014403,0
00:01.5,-0.038717609,-0.010634294,-0.003625138,0
00:01.5,0.013806028,-0.012582432,0.045778468,0
00:01.5,0.021593733,0.017795399,-0.026346041,0
00:01.5,0.016727533,0.013476608,-0.025073245,0
00:01.5,-0.01451504,0.011294798,0.000247638,0
00:01.5,-0.033008575,-0.01724082,0.00758979,0
00:01.5,0.000500503,-0.031311043,0.028002664,0
00:01.5,0.027502313,0.009967664,-0.011244661,0
00:01.5,0.014891662,0.011214234,-0.002277513,0
00:01.5,-0.000880696,0.011445067,0.02034975,0
00:01.5,-0.03891496,-0.003970057,-0.026804285,0
00:01.5,0.004667229,-0.00514345,-0.009655761,0
00:01.6,0.018385693,-0.006124343,0.002219924,0
00:01.6,0.000808255,0.002693534,0.004906049,0
00:01.6,0.003554433,0.017447047,0.004011233,0
00:01.6,-0.003270211,-0.006549585,0.010492256,0
00:01.6,-0.002579137,-0.001120274,-0.003106979,0
00:01.6,-0.002812705,-0.005996169,-0.004514271,0
00:01.6,0.002189232,-0.015565537,0.004156739,0
00:01.6,0.010153197,-9.70E-05,-0.016044609,0
00:01.6,-0.03283843,0.017698221,0.024856202,0
00:01.6,-0.01538203,0.004284286,0.003357477,0
00:01.6,0.038704649,-0.003164619,-0.02294275,0
00:01.6,0.016232552,0.003639004,-0.027466753,0
00:01.6,0.001996619,0.001849671,0.03516553,0
00:01.6,0.002351007,-0.008029472,0.025347693,0
00:01.6,-0.018242352,-0.006211307,-0.031315256,0
00:01.6,-0.013211953,0.003033428,-0.007046974,0
00:01.6,0.01433915,-0.001327273,0.008624715,0
00:01.6,-0.041832719,-0.001729451,-0.001345834,0
00:01.6,0.012814947,1.76E-05,0.002801684,0
00:01.6,0.033225067,0.008010628,-0.009015393,0
00:01.6,0.001532771,0.013122398,0.030230127,0
00:01.6,0.005224695,-0.012541892,0.004093179,0
00:01.6,-0.003099913,-0.008305612,-0.027730765,0
00:01.6,-0.012921076,0.000768489,-0.012516766,0
00:01.6,0.003885882,0.005330081,0.001823211,0
00:01.7,0.001659049,0.000504042,0.006626982,0
00:01.7,-0.040445488,-0.009165186,0.018605163,0
00:01.7,0.016399641,0.009276376,0.001994872,0
00:01.7,0.017536955,0.006513585,-0.021083744,0
00:01.7,0.017444734,0.001474397,0.002111074,0
00:01.7,0.00913734,-0.008814514,0.023584962,0
00:01.7,-0.016380943,-0.010668822,-0.013851879,0
00:01.7,-0.020361464,0.00713108,-0.005111058,0
00:01.7,-0.00461007,0.006408174,-0.00829704,0
00:01.7,0.005734773,-0.011346023,0.001307488,0
00:01.7,0.008539051,0.005153382,0.005405651,0
00:01.7,0.010154796,0.012694511,0.006997448,0
00:01.7,0.003940764,-0.005664148,0.000265737,0
00:01.7,-0.01093192,-0.002471577,-0.004134478,0
00:01.7,-0.008299384,-0.010285887,-4.37E-05,0
00:01.7,0.006955839,0.002288438,0.000584561,0
00:01.7,0.02253728,0.014140903,-0.012371064,0
00:01.7,-0.042276684,0.000422472,-0.005149388,0
00:01.7,-0.026086913,-0.013730985,0.050064042,0
00:01.7,0.041146409,0.00261628,0.000565197,0
00:01.7,0.023631614,0.004207823,-0.035327714,0
00:01.7,0.013825648,-0.002847087,-0.02940434,0
00:01.7,-0.027317181,-0.00349934,0.004911481,0
00:01.7,-0.008150506,0.005175109,0.030273566,0
00:01.7,0.001883032,0.008036599,-0.00275287,0
00:01.8,0.001901391,0.000416011,0.004440377,0
00:01.8,-0.014808158,-0.017742652,0.006069646,0
00:01.8,-0.00015159,0.007936351,-0.01641605,0
00:01.8,0.011596466,0.004610806,0.004698445,0
00:01.8,-0.010637114,-0.006654969,0.008735281,0
00:01.8,0.014730182,-0.009426479,-0.008555613,0
00:01.8,0.013190858,0.007965169,-0.000790723,0
00:01.8,-0.007883905,0.019559981,-0.006631108,0
00:01.8,0.005694579,0.004366649,-0.001289289,0
00:01.8,-0.004873232,-0.017531341,0.003852683,0
00:01.8,-0.017997265,-0.019318989,0.00725787,0
00:01.8,-0.003714215,0.00393592,0.005559786,0
00:01.8,0.00436981,0.006517952,-0.009173436,0
00:01.8,0.000276034,0.007825268,-0.009328771,0
00:01.8,0.002359815,0.007572348,0.026090333,0
00:01.8,0.014460984,0.011907657,0.000441728,0
00:01.8,0.014537195,-0.007124124,-0.020026732,0
00:01.8,-0.022031192,-0.015023662,-0.013966346,0
00:01.8,-0.015231712,-0.01763651,0.003110607,0
00:01.8,0.016770644,-0.001067921,0.005987986,0
00:01.8,-0.002413062,0.017402364,0.021079576,0
00:01.8,-0.003332055,0.019565271,0.005286973,0
00:01.8,0.006519384,0.005361226,-0.021642841,0
00:01.8,0.005015859,-0.01959932,0.009377383,0
00:01.8,0.000129333,-0.016246485,-0.014297053,0
00:01.9,-0.009660759,0.00236122,0.008464739,0
00:01.9,-0.006582222,0.006263312,-0.000111858,0
00:01.9,-0.025310161,0.004577169,-0.001255631,0
00:01.9,0.037808821,0.012205932,-0.002163335,0
00:01.9,0.024699358,0.008707467,0.002906415,0
00:01.9,-0.029675519,-0.020569798,-0.001408741,0
00:01.9,-0.002785596,-0.013936416,0.010991811,0
00:01.9,0.013478303,0.00416476,-0.005543345,0
00:01.9,-0.016565964,0.008654608,-0.008175136,0
00:01.9,-0.013438275,0.010164817,0.000173903,0
00:01.9,0.009745275,-0.012858124,-0.004902133,0
00:01.9,0.01752121,0.004754744,0.029638762,0
00:01.9,0.005456866,-0.001280383,0.000376627,0
00:01.9,0.004908396,0.012509089,-0.032765932,0
00:01.9,-0.006252031,0.000182737,-0.004535352,0
00:01.9,-0.015732819,-0.015989557,0.005933872,0
00:01.9,-0.009287046,0.003851863,0.015578888,0
00:01.9,-0.014267257,-0.00360457,0.003066777,0
00:01.9,0.028287554,-0.006255022,-0.008867767,0
00:01.9,0.004298389,0.005172797,-0.002025966,0
00:01.9,0.004886677,0.006334086,0.010454899,0
00:01.9,0.00119581,-0.00304778,0.007425927,0
00:01.9,-0.025594434,-0.000583338,-0.014840836,0
00:01.9,0.015052539,0.008693337,-0.014871948,0
00:01.9,0.01184022,0.003208309,0.005455208,0
00:02.0,-0.00704744,-0.003267132,-0.001009691,0
00:02.0,-0.006564627,-0.007798347,0.011414752,0
00:02.0,-0.013942743,-0.006515393,0.0397714,0
00:02.0,0.003442204,0.000113759,-0.026171336,0
00:02.0,0.018143224,0.004485679,-0.036839902,0
00:02.0,0.008325083,0.009059472,0.004430737,0
00:02.0,0.004772675,-0.001212001,0.00554532,0
00:02.0,-0.041632704,0.000932771,0.008956481,0
00:02.0,0.005540178,-0.005965494,0.024754133,0
00:02.0,0.020088553,-0.001548468,-0.013928739,0
00:02.0,0.006045028,0.002477382,-0.013875392,0
00:02.0,-0.006496005,0.003136134,0.002966018,0
00:00:02,0.005078983,-0.006867929,0.007094132,0
00:02.0,0.001619032,-0.003171552,4.63E-05,0
00:02.0,-0.022295633,0.004128715,-0.004671622,0
00:02.0,-0.010610295,0.002284509,-0.000342872,0
00:02.0,0.026155036,0.001725532,0.002852294,0
00:02.0,0.003565045,0.009202439,0.000736981,0
00:02.0,0.011886472,-0.005917589,-0.00962414,0
